kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
mv_kernel_gpu_mem,5209,1,1,8,128,44844808,8000,8008,44844800,2,1000,5600
mv_kernel_gpu,1085,1,1,8,128,8,0,8,0,2,1000,5600
mv_kernel_cpu,85851,0,1,1,64,0,0,0,0,2,1000,600
mv_kernel_gpu_mem,2158,1,1,8,128,4804808,8000,8008,4804800,2,1000,600
mv_kernel_gpu,120,1,1,8,128,8,0,8,0,2,1000,600
mv_kernel_cpu,31775,0,1,1,64,0,0,0,0,2,1000,6100
mv_kernel_gpu_mem,5529,1,1,8,128,48848808,8000,8008,48848800,2,1000,6100
mv_kernel_gpu,1185,1,1,8,128,8,0,8,0,2,1000,6100
mv_kernel_cpu,35183,0,1,1,64,0,0,0,0,2,1000,6600
mv_kernel_gpu_mem,6624,1,1,8,128,52852808,8000,8008,52852800,2,1000,6600
mv_kernel_gpu,1167,1,1,8,128,8,0,8,0,2,1000,6600
mv_kernel_cpu,35930,0,1,1,64,0,0,0,0,2,1000,7100
mv_kernel_gpu_mem,6868,1,1,8,128,56856808,8000,8008,56856800,2,1000,7100
mv_kernel_gpu,1344,1,1,8,128,8,0,8,0,2,1000,7100
mv_kernel_cpu,34690,0,1,1,64,0,0,0,0,2,1000,7600
mv_kernel_gpu_mem,6831,1,1,8,128,60860808,8000,8008,60860800,2,1000,7600
mv_kernel_gpu,1418,1,1,8,128,8,0,8,0,2,1000,7600
mv_kernel_cpu,37756,0,1,1,64,0,0,0,0,2,1000,8100
mv_kernel_gpu_mem,8716,1,1,8,128,64864808,8000,8008,64864800,2,1000,8100
mv_kernel_gpu,1528,1,1,8,128,8,0,8,0,2,1000,8100
mv_kernel_cpu,21622,0,1,1,64,0,0,0,0,2,1000,8600
mv_kernel_gpu_mem,8515,1,1,8,128,68868808,8000,8008,68868800,2,1000,8600
mv_kernel_gpu,1489,1,1,8,128,8,0,8,0,2,1000,8600
mv_kernel_cpu,20635,0,1,1,64,0,0,0,0,2,1000,9100
mv_kernel_gpu_mem,12631,1,1,8,128,72872808,8000,8008,72872800,2,1000,9100
mv_kernel_gpu,1687,1,1,8,128,8,0,8,0,2,1000,9100
mv_kernel_cpu,27307,0,1,1,64,0,0,0,0,2,1000,9600
