kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1
covariance_kernel1_cpu,1113,0,1,1,168,0,0,0,0,1,9272000,
covariance_kernel2_cpu,1008,0,1,1,168,0,0,0,0,1,9272000,
covariance_kernel1_gpu,8990,1,1,72438,128,24,0,24,0,1,9272000,
covariance_kernel2_gpu,8983,1,1,72438,128,24,0,24,0,1,9272000,
covariance_kernel1_gpu_mem,60511,1,1,72438,128,74176024,0,24,74176000,1,9272000,
covariance_kernel2_gpu_mem,97596,1,1,72438,128,148352040,0,24,148352016,1,9272000,
covariance_kernel1_cpu,1144,0,1,1,168,0,0,0,0,1,9273000,
covariance_kernel2_cpu,1187,0,1,1,168,0,0,0,0,1,9273000,
covariance_kernel1_gpu,12024,1,1,72446,128,24,0,24,0,1,9273000,
covariance_kernel2_gpu,12023,1,1,72446,128,24,0,24,0,1,9273000,
covariance_kernel1_gpu_mem,63650,1,1,72446,128,74184024,0,24,74184000,1,9273000,
covariance_kernel2_gpu_mem,95989,1,1,72446,128,148368040,0,24,148368016,1,9273000,
covariance_kernel1_cpu,1139,0,1,1,168,0,0,0,0,1,9274000,
covariance_kernel2_cpu,994,0,1,1,168,0,0,0,0,1,9274000,
covariance_kernel1_gpu,8996,1,1,72454,128,24,0,24,0,1,9274000,
covariance_kernel2_gpu,8993,1,1,72454,128,24,0,24,0,1,9274000,
covariance_kernel1_gpu_mem,59994,1,1,72454,128,74192024,0,24,74192000,1,9274000,
covariance_kernel2_gpu_mem,98420,1,1,72454,128,148384040,0,24,148384016,1,9274000,
covariance_kernel1_cpu,1139,0,1,1,168,0,0,0,0,1,9275000,
covariance_kernel2_cpu,1030,0,1,1,168,0,0,0,0,1,9275000,
covariance_kernel1_gpu,11807,1,1,72461,128,24,0,24,0,1,9275000,
covariance_kernel2_gpu,11787,1,1,72461,128,24,0,24,0,1,9275000,
covariance_kernel1_gpu_mem,65064,1,1,72461,128,74200024,0,24,74200000,1,9275000,
covariance_kernel2_gpu_mem,93146,1,1,72461,128,148400040,0,24,148400016,1,9275000,
covariance_kernel1_cpu,1161,0,1,1,168,0,0,0,0,1,9276000,
covariance_kernel2_cpu,996,0,1,1,168,0,0,0,0,1,9276000,
covariance_kernel1_gpu,8995,1,1,72469,128,24,0,24,0,1,9276000,
covariance_kernel2_gpu,8968,1,1,72469,128,24,0,24,0,1,9276000,
covariance_kernel1_gpu_mem,59588,1,1,72469,128,74208024,0,24,74208000,1,9276000,
covariance_kernel2_gpu_mem,99103,1,1,72469,128,148416040,0,24,148416016,1,9276000,
covariance_kernel1_cpu,1131,0,1,1,168,0,0,0,0,1,9277000,
covariance_kernel2_cpu,1058,0,1,1,168,0,0,0,0,1,9277000,
covariance_kernel1_gpu,11835,1,1,72477,128,24,0,24,0,1,9277000,
covariance_kernel2_gpu,11830,1,1,72477,128,24,0,24,0,1,9277000,
covariance_kernel1_gpu_mem,64334,1,1,72477,128,74216024,0,24,74216000,1,9277000,
covariance_kernel2_gpu_mem,94327,1,1,72477,128,148432040,0,24,148432016,1,9277000,
covariance_kernel1_cpu,1118,0,1,1,168,0,0,0,0,1,9278000,
covariance_kernel2_cpu,1036,0,1,1,168,0,0,0,0,1,9278000,
covariance_kernel1_gpu,8998,1,1,72485,128,24,0,24,0,1,9278000,
covariance_kernel2_gpu,8998,1,1,72485,128,24,0,24,0,1,9278000,
covariance_kernel1_gpu_mem,60494,1,1,72485,128,74224024,0,24,74224000,1,9278000,
covariance_kernel2_gpu_mem,98009,1,1,72485,128,148448040,0,24,148448016,1,9278000,
covariance_kernel1_cpu,1157,0,1,1,168,0,0,0,0,1,9279000,
covariance_kernel2_cpu,1069,0,1,1,168,0,0,0,0,1,9279000,
covariance_kernel1_gpu,12154,1,1,72493,128,24,0,24,0,1,9279000,
covariance_kernel2_gpu,12165,1,1,72493,128,24,0,24,0,1,9279000,
covariance_kernel1_gpu_mem,64546,1,1,72493,128,74232024,0,24,74232000,1,9279000,
covariance_kernel2_gpu_mem,95017,1,1,72493,128,148464040,0,24,148464016,1,9279000,
covariance_kernel1_cpu,1150,0,1,1,168,0,0,0,0,1,9280000,
covariance_kernel2_cpu,1023,0,1,1,168,0,0,0,0,1,9280000,
covariance_kernel1_gpu,9011,1,1,72500,128,24,0,24,0,1,9280000,
covariance_kernel2_gpu,9026,1,1,72500,128,24,0,24,0,1,9280000,
covariance_kernel1_gpu_mem,59686,1,1,72500,128,74240024,0,24,74240000,1,9280000,
covariance_kernel2_gpu_mem,99112,1,1,72500,128,148480040,0,24,148480016,1,9280000,
covariance_kernel1_cpu,1137,0,1,1,168,0,0,0,0,1,9281000,
covariance_kernel2_cpu,1021,0,1,1,168,0,0,0,0,1,9281000,
covariance_kernel1_gpu,12158,1,1,72508,128,24,0,24,0,1,9281000,
covariance_kernel2_gpu,12170,1,1,72508,128,24,0,24,0,1,9281000,
covariance_kernel1_gpu_mem,63633,1,1,72508,128,74248024,0,24,74248000,1,9281000,
covariance_kernel2_gpu_mem,95721,1,1,72508,128,148496040,0,24,148496016,1,9281000,
covariance_kernel1_cpu,1111,0,1,1,168,0,0,0,0,1,9282000,
covariance_kernel2_cpu,1010,0,1,1,168,0,0,0,0,1,9282000,
covariance_kernel1_gpu,9009,1,1,72516,128,24,0,24,0,1,9282000,
covariance_kernel2_gpu,9006,1,1,72516,128,24,0,24,0,1,9282000,
covariance_kernel1_gpu_mem,60340,1,1,72516,128,74256024,0,24,74256000,1,9282000,
covariance_kernel2_gpu_mem,98101,1,1,72516,128,148512040,0,24,148512016,1,9282000,
covariance_kernel1_cpu,1142,0,1,1,168,0,0,0,0,1,9283000,
covariance_kernel2_cpu,1087,0,1,1,168,0,0,0,0,1,9283000,
covariance_kernel1_gpu,12206,1,1,72524,128,24,0,24,0,1,9283000,
covariance_kernel2_gpu,12169,1,1,72524,128,24,0,24,0,1,9283000,
covariance_kernel1_gpu_mem,63719,1,1,72524,128,74264024,0,24,74264000,1,9283000,
covariance_kernel2_gpu_mem,95962,1,1,72524,128,148528040,0,24,148528016,1,9283000,
covariance_kernel1_cpu,1129,0,1,1,168,0,0,0,0,1,9284000,
covariance_kernel2_cpu,1073,0,1,1,168,0,0,0,0,1,9284000,
covariance_kernel1_gpu,9005,1,1,72532,128,24,0,24,0,1,9284000,
covariance_kernel2_gpu,8998,1,1,72532,128,24,0,24,0,1,9284000,
covariance_kernel1_gpu_mem,60327,1,1,72532,128,74272024,0,24,74272000,1,9284000,
covariance_kernel2_gpu_mem,98020,1,1,72532,128,148544040,0,24,148544016,1,9284000,
covariance_kernel1_cpu,1180,0,1,1,168,0,0,0,0,1,9285000,
covariance_kernel2_cpu,1099,0,1,1,168,0,0,0,0,1,9285000,
covariance_kernel1_gpu,11853,1,1,72540,128,24,0,24,0,1,9285000,
covariance_kernel2_gpu,11833,1,1,72540,128,24,0,24,0,1,9285000,
covariance_kernel1_gpu_mem,63675,1,1,72540,128,74280024,0,24,74280000,1,9285000,
covariance_kernel2_gpu_mem,95649,1,1,72540,128,148560040,0,24,148560016,1,9285000,
covariance_kernel1_cpu,1117,0,1,1,168,0,0,0,0,1,9286000,
covariance_kernel2_cpu,1014,0,1,1,168,0,0,0,0,1,9286000,
covariance_kernel1_gpu,9008,1,1,72547,128,24,0,24,0,1,9286000,
covariance_kernel2_gpu,9003,1,1,72547,128,24,0,24,0,1,9286000,
covariance_kernel1_gpu_mem,60388,1,1,72547,128,74288024,0,24,74288000,1,9286000,
covariance_kernel2_gpu_mem,98232,1,1,72547,128,148576040,0,24,148576016,1,9286000,
covariance_kernel1_cpu,1154,0,1,1,168,0,0,0,0,1,9287000,
covariance_kernel2_cpu,1015,0,1,1,168,0,0,0,0,1,9287000,
covariance_kernel1_gpu,11884,1,1,72555,128,24,0,24,0,1,9287000,
covariance_kernel2_gpu,11864,1,1,72555,128,24,0,24,0,1,9287000,
covariance_kernel1_gpu_mem,64166,1,1,72555,128,74296024,0,24,74296000,1,9287000,
covariance_kernel2_gpu_mem,95222,1,1,72555,128,148592040,0,24,148592016,1,9287000,
covariance_kernel1_cpu,1131,0,1,1,168,0,0,0,0,1,9288000,
covariance_kernel2_cpu,1020,0,1,1,168,0,0,0,0,1,9288000,
covariance_kernel1_gpu,9021,1,1,72563,128,24,0,24,0,1,9288000,
covariance_kernel2_gpu,8999,1,1,72563,128,24,0,24,0,1,9288000,
covariance_kernel1_gpu_mem,60587,1,1,72563,128,74304024,0,24,74304000,1,9288000,
covariance_kernel2_gpu_mem,97919,1,1,72563,128,148608040,0,24,148608016,1,9288000,
covariance_kernel1_cpu,1147,0,1,1,168,0,0,0,0,1,9289000,
covariance_kernel2_cpu,1030,0,1,1,168,0,0,0,0,1,9289000,
covariance_kernel1_gpu,11867,1,1,72571,128,24,0,24,0,1,9289000,
covariance_kernel2_gpu,11836,1,1,72571,128,24,0,24,0,1,9289000,
covariance_kernel1_gpu_mem,64243,1,1,72571,128,74312024,0,24,74312000,1,9289000,
covariance_kernel2_gpu_mem,94681,1,1,72571,128,148624040,0,24,148624016,1,9289000,
covariance_kernel1_cpu,1122,0,1,1,168,0,0,0,0,1,9290000,
covariance_kernel2_cpu,1063,0,1,1,168,0,0,0,0,1,9290000,
covariance_kernel1_gpu,9010,1,1,72579,128,24,0,24,0,1,9290000,
covariance_kernel2_gpu,9005,1,1,72579,128,24,0,24,0,1,9290000,
covariance_kernel1_gpu_mem,61592,1,1,72579,128,74320024,0,24,74320000,1,9290000,
covariance_kernel2_gpu_mem,96310,1,1,72579,128,148640040,0,24,148640016,1,9290000,
covariance_kernel1_cpu,1140,0,1,1,168,0,0,0,0,1,9291000,
covariance_kernel2_cpu,1021,0,1,1,168,0,0,0,0,1,9291000,
covariance_kernel1_gpu,12156,1,1,72586,128,24,0,24,0,1,9291000,
covariance_kernel2_gpu,12169,1,1,72586,128,24,0,24,0,1,9291000,
covariance_kernel1_gpu_mem,64666,1,1,72586,128,74328024,0,24,74328000,1,9291000,
covariance_kernel2_gpu_mem,94644,1,1,72586,128,148656040,0,24,148656016,1,9291000,
covariance_kernel1_cpu,1150,0,1,1,168,0,0,0,0,1,9292000,
covariance_kernel2_cpu,996,0,1,1,168,0,0,0,0,1,9292000,
covariance_kernel1_gpu,9035,1,1,72594,128,24,0,24,0,1,9292000,
covariance_kernel2_gpu,9024,1,1,72594,128,24,0,24,0,1,9292000,
covariance_kernel1_gpu_mem,59496,1,1,72594,128,74336024,0,24,74336000,1,9292000,
covariance_kernel2_gpu_mem,99196,1,1,72594,128,148672040,0,24,148672016,1,9292000,
covariance_kernel1_cpu,1172,0,1,1,168,0,0,0,0,1,9293000,
covariance_kernel2_cpu,1047,0,1,1,168,0,0,0,0,1,9293000,
covariance_kernel1_gpu,11885,1,1,72602,128,24,0,24,0,1,9293000,
covariance_kernel2_gpu,11857,1,1,72602,128,24,0,24,0,1,9293000,
covariance_kernel1_gpu_mem,64517,1,1,72602,128,74344024,0,24,74344000,1,9293000,
covariance_kernel2_gpu_mem,94349,1,1,72602,128,148688040,0,24,148688016,1,9293000,
covariance_kernel1_cpu,1126,0,1,1,168,0,0,0,0,1,9294000,
covariance_kernel2_cpu,1007,0,1,1,168,0,0,0,0,1,9294000,
covariance_kernel1_gpu,9014,1,1,72610,128,24,0,24,0,1,9294000,
covariance_kernel2_gpu,9007,1,1,72610,128,24,0,24,0,1,9294000,
covariance_kernel1_gpu_mem,60178,1,1,72610,128,74352024,0,24,74352000,1,9294000,
covariance_kernel2_gpu_mem,98203,1,1,72610,128,148704040,0,24,148704016,1,9294000,
covariance_kernel1_cpu,1188,0,1,1,168,0,0,0,0,1,9295000,
covariance_kernel2_cpu,1040,0,1,1,168,0,0,0,0,1,9295000,
covariance_kernel1_gpu,12164,1,1,72618,128,24,0,24,0,1,9295000,
covariance_kernel2_gpu,12155,1,1,72618,128,24,0,24,0,1,9295000,
covariance_kernel1_gpu_mem,64142,1,1,72618,128,74360024,0,24,74360000,1,9295000,
covariance_kernel2_gpu_mem,95148,1,1,72618,128,148720040,0,24,148720016,1,9295000,
covariance_kernel1_cpu,1130,0,1,1,168,0,0,0,0,1,9296000,
covariance_kernel2_cpu,999,0,1,1,168,0,0,0,0,1,9296000,
covariance_kernel1_gpu,9013,1,1,72625,128,24,0,24,0,1,9296000,
covariance_kernel2_gpu,9009,1,1,72625,128,24,0,24,0,1,9296000,
covariance_kernel1_gpu_mem,60430,1,1,72625,128,74368024,0,24,74368000,1,9296000,
covariance_kernel2_gpu_mem,97981,1,1,72625,128,148736040,0,24,148736016,1,9296000,
covariance_kernel1_cpu,1174,0,1,1,168,0,0,0,0,1,9297000,
covariance_kernel2_cpu,1036,0,1,1,168,0,0,0,0,1,9297000,
covariance_kernel1_gpu,11832,1,1,72633,128,24,0,24,0,1,9297000,
covariance_kernel2_gpu,11814,1,1,72633,128,24,0,24,0,1,9297000,
covariance_kernel1_gpu_mem,64140,1,1,72633,128,74376024,0,24,74376000,1,9297000,
covariance_kernel2_gpu_mem,94857,1,1,72633,128,148752040,0,24,148752016,1,9297000,
covariance_kernel1_cpu,1126,0,1,1,168,0,0,0,0,1,9298000,
covariance_kernel2_cpu,997,0,1,1,168,0,0,0,0,1,9298000,
covariance_kernel1_gpu,9019,1,1,72641,128,24,0,24,0,1,9298000,
covariance_kernel2_gpu,9012,1,1,72641,128,24,0,24,0,1,9298000,
covariance_kernel1_gpu_mem,60137,1,1,72641,128,74384024,0,24,74384000,1,9298000,
covariance_kernel2_gpu_mem,98451,1,1,72641,128,148768040,0,24,148768016,1,9298000,
covariance_kernel1_cpu,1134,0,1,1,168,0,0,0,0,1,9299000,
covariance_kernel2_cpu,1147,0,1,1,168,0,0,0,0,1,9299000,
covariance_kernel1_gpu,12187,1,1,72649,128,24,0,24,0,1,9299000,
covariance_kernel2_gpu,12173,1,1,72649,128,24,0,24,0,1,9299000,
covariance_kernel1_gpu_mem,64065,1,1,72649,128,74392024,0,24,74392000,1,9299000,
covariance_kernel2_gpu_mem,95325,1,1,72649,128,148784040,0,24,148784016,1,9299000,
covariance_kernel1_cpu,1154,0,1,1,168,0,0,0,0,1,9300000,
covariance_kernel2_cpu,1012,0,1,1,168,0,0,0,0,1,9300000,
covariance_kernel1_gpu,9017,1,1,72657,128,24,0,24,0,1,9300000,
covariance_kernel2_gpu,9012,1,1,72657,128,24,0,24,0,1,9300000,
covariance_kernel1_gpu_mem,60192,1,1,72657,128,74400024,0,24,74400000,1,9300000,
covariance_kernel2_gpu_mem,98404,1,1,72657,128,148800040,0,24,148800016,1,9300000,
covariance_kernel1_cpu,1151,0,1,1,168,0,0,0,0,1,9301000,
covariance_kernel2_cpu,1100,0,1,1,168,0,0,0,0,1,9301000,
covariance_kernel1_gpu,11791,1,1,72665,128,24,0,24,0,1,9301000,
covariance_kernel2_gpu,11853,1,1,72665,128,24,0,24,0,1,9301000,
covariance_kernel1_gpu_mem,64677,1,1,72665,128,74408024,0,24,74408000,1,9301000,
covariance_kernel2_gpu_mem,94040,1,1,72665,128,148816040,0,24,148816016,1,9301000,
covariance_kernel1_cpu,1134,0,1,1,168,0,0,0,0,1,9302000,
covariance_kernel2_cpu,1035,0,1,1,168,0,0,0,0,1,9302000,
covariance_kernel1_gpu,9021,1,1,72672,128,24,0,24,0,1,9302000,
covariance_kernel2_gpu,9019,1,1,72672,128,24,0,24,0,1,9302000,
covariance_kernel1_gpu_mem,60673,1,1,72672,128,74416024,0,24,74416000,1,9302000,
covariance_kernel2_gpu_mem,97845,1,1,72672,128,148832040,0,24,148832016,1,9302000,
covariance_kernel1_cpu,1147,0,1,1,168,0,0,0,0,1,9303000,
covariance_kernel2_cpu,1022,0,1,1,168,0,0,0,0,1,9303000,
covariance_kernel1_gpu,11859,1,1,72680,128,24,0,24,0,1,9303000,
covariance_kernel2_gpu,11862,1,1,72680,128,24,0,24,0,1,9303000,
covariance_kernel1_gpu_mem,63578,1,1,72680,128,74424024,0,24,74424000,1,9303000,
covariance_kernel2_gpu_mem,95707,1,1,72680,128,148848040,0,24,148848016,1,9303000,
covariance_kernel1_cpu,1148,0,1,1,168,0,0,0,0,1,9304000,
covariance_kernel2_cpu,1026,0,1,1,168,0,0,0,0,1,9304000,
covariance_kernel1_gpu,9023,1,1,72688,128,24,0,24,0,1,9304000,
covariance_kernel2_gpu,9019,1,1,72688,128,24,0,24,0,1,9304000,
covariance_kernel1_gpu_mem,59838,1,1,72688,128,74432024,0,24,74432000,1,9304000,
covariance_kernel2_gpu_mem,98832,1,1,72688,128,148864040,0,24,148864016,1,9304000,
covariance_kernel1_cpu,1175,0,1,1,168,0,0,0,0,1,9305000,
covariance_kernel2_cpu,1051,0,1,1,168,0,0,0,0,1,9305000,
covariance_kernel1_gpu,12209,1,1,72696,128,24,0,24,0,1,9305000,
covariance_kernel2_gpu,12189,1,1,72696,128,24,0,24,0,1,9305000,
covariance_kernel1_gpu_mem,63710,1,1,72696,128,74440024,0,24,74440000,1,9305000,
covariance_kernel2_gpu_mem,95676,1,1,72696,128,148880040,0,24,148880016,1,9305000,
covariance_kernel1_cpu,1126,0,1,1,168,0,0,0,0,1,9306000,
covariance_kernel2_cpu,994,0,1,1,168,0,0,0,0,1,9306000,
covariance_kernel1_gpu,9022,1,1,72704,128,24,0,24,0,1,9306000,
covariance_kernel2_gpu,9020,1,1,72704,128,24,0,24,0,1,9306000,
covariance_kernel1_gpu_mem,68808,1,1,72704,128,74448024,0,24,74448000,1,9306000,
covariance_kernel2_gpu_mem,84593,1,1,72704,128,148896040,0,24,148896016,1,9306000,
covariance_kernel1_cpu,1187,0,1,1,168,0,0,0,0,1,9307000,
covariance_kernel2_cpu,1031,0,1,1,168,0,0,0,0,1,9307000,
covariance_kernel1_gpu,11877,1,1,72711,128,24,0,24,0,1,9307000,
covariance_kernel2_gpu,11866,1,1,72711,128,24,0,24,0,1,9307000,
covariance_kernel1_gpu_mem,64457,1,1,72711,128,74456024,0,24,74456000,1,9307000,
covariance_kernel2_gpu_mem,94228,1,1,72711,128,148912040,0,24,148912016,1,9307000,
covariance_kernel1_cpu,1120,0,1,1,168,0,0,0,0,1,9308000,
covariance_kernel2_cpu,1025,0,1,1,168,0,0,0,0,1,9308000,
covariance_kernel1_gpu,9016,1,1,72719,128,24,0,24,0,1,9308000,
covariance_kernel2_gpu,9029,1,1,72719,128,24,0,24,0,1,9308000,
covariance_kernel1_gpu_mem,59624,1,1,72719,128,74464024,0,24,74464000,1,9308000,
covariance_kernel2_gpu_mem,98958,1,1,72719,128,148928040,0,24,148928016,1,9308000,
covariance_kernel1_cpu,1144,0,1,1,168,0,0,0,0,1,9309000,
covariance_kernel2_cpu,1049,0,1,1,168,0,0,0,0,1,9309000,
covariance_kernel1_gpu,11853,1,1,72727,128,24,0,24,0,1,9309000,
covariance_kernel2_gpu,11892,1,1,72727,128,24,0,24,0,1,9309000,
covariance_kernel1_gpu_mem,63698,1,1,72727,128,74472024,0,24,74472000,1,9309000,
covariance_kernel2_gpu_mem,95662,1,1,72727,128,148944040,0,24,148944016,1,9309000,
covariance_kernel1_cpu,1138,0,1,1,168,0,0,0,0,1,9310000,
covariance_kernel2_cpu,1022,0,1,1,168,0,0,0,0,1,9310000,
covariance_kernel1_gpu,9027,1,1,72735,128,24,0,24,0,1,9310000,
covariance_kernel2_gpu,9030,1,1,72735,128,24,0,24,0,1,9310000,
covariance_kernel1_gpu_mem,60192,1,1,72735,128,74480024,0,24,74480000,1,9310000,
covariance_kernel2_gpu_mem,98671,1,1,72735,128,148960040,0,24,148960016,1,9310000,
covariance_kernel1_cpu,1141,0,1,1,168,0,0,0,0,1,9311000,
covariance_kernel2_cpu,1025,0,1,1,168,0,0,0,0,1,9311000,
covariance_kernel1_gpu,11969,1,1,72743,128,24,0,24,0,1,9311000,
covariance_kernel2_gpu,11961,1,1,72743,128,24,0,24,0,1,9311000,
covariance_kernel1_gpu_mem,63839,1,1,72743,128,74488024,0,24,74488000,1,9311000,
covariance_kernel2_gpu_mem,95543,1,1,72743,128,148976040,0,24,148976016,1,9311000,
covariance_kernel1_cpu,1139,0,1,1,168,0,0,0,0,1,9312000,
covariance_kernel2_cpu,998,0,1,1,168,0,0,0,0,1,9312000,
covariance_kernel1_gpu,9036,1,1,72750,128,24,0,24,0,1,9312000,
covariance_kernel2_gpu,9034,1,1,72750,128,24,0,24,0,1,9312000,
covariance_kernel1_gpu_mem,60273,1,1,72750,128,74496024,0,24,74496000,1,9312000,
covariance_kernel2_gpu_mem,98121,1,1,72750,128,148992040,0,24,148992016,1,9312000,
covariance_kernel1_cpu,1124,0,1,1,168,0,0,0,0,1,9313000,
covariance_kernel2_cpu,1031,0,1,1,168,0,0,0,0,1,9313000,
covariance_kernel1_gpu,11992,1,1,72758,128,24,0,24,0,1,9313000,
covariance_kernel2_gpu,11863,1,1,72758,128,24,0,24,0,1,9313000,
covariance_kernel1_gpu_mem,64579,1,1,72758,128,74504024,0,24,74504000,1,9313000,
covariance_kernel2_gpu_mem,94967,1,1,72758,128,149008040,0,24,149008016,1,9313000,
covariance_kernel1_cpu,1147,0,1,1,168,0,0,0,0,1,9314000,
covariance_kernel2_cpu,1015,0,1,1,168,0,0,0,0,1,9314000,
covariance_kernel1_gpu,9035,1,1,72766,128,24,0,24,0,1,9314000,
covariance_kernel2_gpu,9029,1,1,72766,128,24,0,24,0,1,9314000,
covariance_kernel1_gpu_mem,59873,1,1,72766,128,74512024,0,24,74512000,1,9314000,
covariance_kernel2_gpu_mem,98866,1,1,72766,128,149024040,0,24,149024016,1,9314000,
covariance_kernel1_cpu,1140,0,1,1,168,0,0,0,0,1,9315000,
covariance_kernel2_cpu,1095,0,1,1,168,0,0,0,0,1,9315000,
covariance_kernel1_gpu,11915,1,1,72774,128,24,0,24,0,1,9315000,
covariance_kernel2_gpu,11877,1,1,72774,128,24,0,24,0,1,9315000,
covariance_kernel1_gpu_mem,64088,1,1,72774,128,74520024,0,24,74520000,1,9315000,
covariance_kernel2_gpu_mem,95405,1,1,72774,128,149040040,0,24,149040016,1,9315000,
covariance_kernel1_cpu,1140,0,1,1,168,0,0,0,0,1,9316000,
covariance_kernel2_cpu,995,0,1,1,168,0,0,0,0,1,9316000,
covariance_kernel1_gpu,9032,1,1,72782,128,24,0,24,0,1,9316000,
covariance_kernel2_gpu,9011,1,1,72782,128,24,0,24,0,1,9316000,
covariance_kernel1_gpu_mem,60303,1,1,72782,128,74528024,0,24,74528000,1,9316000,
covariance_kernel2_gpu_mem,98394,1,1,72782,128,149056040,0,24,149056016,1,9316000,
covariance_kernel1_cpu,1155,0,1,1,168,0,0,0,0,1,9317000,
covariance_kernel2_cpu,1031,0,1,1,168,0,0,0,0,1,9317000,
covariance_kernel1_gpu,12175,1,1,72790,128,24,0,24,0,1,9317000,
covariance_kernel2_gpu,12182,1,1,72790,128,24,0,24,0,1,9317000,
covariance_kernel1_gpu_mem,63961,1,1,72790,128,74536024,0,24,74536000,1,9317000,
covariance_kernel2_gpu_mem,95562,1,1,72790,128,149072040,0,24,149072016,1,9317000,
covariance_kernel1_cpu,1136,0,1,1,168,0,0,0,0,1,9318000,
covariance_kernel2_cpu,997,0,1,1,168,0,0,0,0,1,9318000,
covariance_kernel1_gpu,9043,1,1,72797,128,24,0,24,0,1,9318000,
covariance_kernel2_gpu,9037,1,1,72797,128,24,0,24,0,1,9318000,
covariance_kernel1_gpu_mem,60411,1,1,72797,128,74544024,0,24,74544000,1,9318000,
covariance_kernel2_gpu_mem,98142,1,1,72797,128,149088040,0,24,149088016,1,9318000,
covariance_kernel1_cpu,1143,0,1,1,168,0,0,0,0,1,9319000,
covariance_kernel2_cpu,1020,0,1,1,168,0,0,0,0,1,9319000,
covariance_kernel1_gpu,11903,1,1,72805,128,24,0,24,0,1,9319000,
covariance_kernel2_gpu,11886,1,1,72805,128,24,0,24,0,1,9319000,
covariance_kernel1_gpu_mem,65355,1,1,72805,128,74552024,0,24,74552000,1,9319000,
covariance_kernel2_gpu_mem,92873,1,1,72805,128,149104040,0,24,149104016,1,9319000,
covariance_kernel1_cpu,1143,0,1,1,168,0,0,0,0,1,9320000,
covariance_kernel2_cpu,1021,0,1,1,168,0,0,0,0,1,9320000,
covariance_kernel1_gpu,9040,1,1,72813,128,24,0,24,0,1,9320000,
covariance_kernel2_gpu,9033,1,1,72813,128,24,0,24,0,1,9320000,
covariance_kernel1_gpu_mem,60792,1,1,72813,128,74560024,0,24,74560000,1,9320000,
covariance_kernel2_gpu_mem,97622,1,1,72813,128,149120040,0,24,149120016,1,9320000,
covariance_kernel1_cpu,1144,0,1,1,168,0,0,0,0,1,9321000,
covariance_kernel2_cpu,1057,0,1,1,168,0,0,0,0,1,9321000,
covariance_kernel1_gpu,11884,1,1,72821,128,24,0,24,0,1,9321000,
covariance_kernel2_gpu,11855,1,1,72821,128,24,0,24,0,1,9321000,
covariance_kernel1_gpu_mem,64572,1,1,72821,128,74568024,0,24,74568000,1,9321000,
covariance_kernel2_gpu_mem,94183,1,1,72821,128,149136040,0,24,149136016,1,9321000,
covariance_kernel1_cpu,1105,0,1,1,168,0,0,0,0,1,9322000,
covariance_kernel2_cpu,1025,0,1,1,168,0,0,0,0,1,9322000,
covariance_kernel1_gpu,9045,1,1,72829,128,24,0,24,0,1,9322000,
covariance_kernel2_gpu,9041,1,1,72829,128,24,0,24,0,1,9322000,
covariance_kernel1_gpu_mem,60003,1,1,72829,128,74576024,0,24,74576000,1,9322000,
covariance_kernel2_gpu_mem,98858,1,1,72829,128,149152040,0,24,149152016,1,9322000,
covariance_kernel1_cpu,1165,0,1,1,168,0,0,0,0,1,9323000,
covariance_kernel2_cpu,1032,0,1,1,168,0,0,0,0,1,9323000,
covariance_kernel1_gpu,12237,1,1,72836,128,24,0,24,0,1,9323000,
covariance_kernel2_gpu,12240,1,1,72836,128,24,0,24,0,1,9323000,
covariance_kernel1_gpu_mem,63897,1,1,72836,128,74584024,0,24,74584000,1,9323000,
covariance_kernel2_gpu_mem,96019,1,1,72836,128,149168040,0,24,149168016,1,9323000,
covariance_kernel1_cpu,1134,0,1,1,168,0,0,0,0,1,9324000,
covariance_kernel2_cpu,1026,0,1,1,168,0,0,0,0,1,9324000,
covariance_kernel1_gpu,9046,1,1,72844,128,24,0,24,0,1,9324000,
covariance_kernel2_gpu,9037,1,1,72844,128,24,0,24,0,1,9324000,
covariance_kernel1_gpu_mem,60322,1,1,72844,128,74592024,0,24,74592000,1,9324000,
covariance_kernel2_gpu_mem,98365,1,1,72844,128,149184040,0,24,149184016,1,9324000,
covariance_kernel1_cpu,1157,0,1,1,168,0,0,0,0,1,9325000,
covariance_kernel2_cpu,1039,0,1,1,168,0,0,0,0,1,9325000,
covariance_kernel1_gpu,11863,1,1,72852,128,24,0,24,0,1,9325000,
covariance_kernel2_gpu,12192,1,1,72852,128,24,0,24,0,1,9325000,
covariance_kernel1_gpu_mem,63936,1,1,72852,128,74600024,0,24,74600000,1,9325000,
covariance_kernel2_gpu_mem,95299,1,1,72852,128,149200040,0,24,149200016,1,9325000,
covariance_kernel1_cpu,1144,0,1,1,168,0,0,0,0,1,9326000,
covariance_kernel2_cpu,1017,0,1,1,168,0,0,0,0,1,9326000,
covariance_kernel1_gpu,9052,1,1,72860,128,24,0,24,0,1,9326000,
covariance_kernel2_gpu,9044,1,1,72860,128,24,0,24,0,1,9326000,
covariance_kernel1_gpu_mem,60562,1,1,72860,128,74608024,0,24,74608000,1,9326000,
covariance_kernel2_gpu_mem,98031,1,1,72860,128,149216040,0,24,149216016,1,9326000,
covariance_kernel1_cpu,1117,0,1,1,168,0,0,0,0,1,9327000,
covariance_kernel2_cpu,1100,0,1,1,168,0,0,0,0,1,9327000,
