kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
transpose_kernel_gpu_collapse_mem,931,1,2,157,256,320008,320000,320008,320000,2,100,400
transpose_kernel_gpu,495,1,1,2,256,8,0,8,0,2,100,400
transpose_kernel_gpu_collapse,441,1,2,157,256,8,0,8,0,2,100,400

400
transpose_kernel_cpu,11074,0,1,1,48,0,0,0,0,2,100,4100
transpose_kernel_cpu_collapse,213,0,2,1,48,0,0,0,0,2,100,4100
transpose_kernel_gpu_mem,17479,1,1,17,256,3280008,3280000,3280008,3280000,2,100,4100
transpose_kernel_gpu_collapse_mem,12266,1,2,240,256,3280008,3280000,3280008,3280000,2,100,4100
transpose_kernel_gpu,513,1,1,17,256,8,0,8,0,2,100,4100
transpose_kernel_gpu_collapse,470,1,2,240,256,8,0,8,0,2,100,4100
0
transpose_kernel_cpu,8552,0,1,1,48,0,0,0,0,2,100,4200
transpose_kernel_cpu_collapse,6970,0,2,1,48,0,0,0,0,2,100,4200
transpose_kernel_gpu_mem,8404,1,1,17,256,3360008,3360000,3360008,3360000,2,100,4200
transpose_kernel_gpu_collapse_mem,1914,1,2,240,256,3360008,3360000,3360008,3360000,2,100,4200
transpose_kernel_gpu,517,1,1,17,256,8,0,8,0,2,100,4200
transpose_kernel_gpu_collapse,481,1,2,240,256,8,0,8,0,2,100,4200



transpose_kernel_cpu,5551,0,1,1,48,0,0,0,0,2,100,4300
transpose_kernel_cpu_collapse,118,0,2,1,48,0,0,0,0,2,100,4300
transpose_kernel_gpu_mem,24116,1,1,17,256,3440008,3440000,3440008,3440000,2,100,4300
transpose_kernel_gpu_collapse_mem,15456,1,2,240,256,3440008,3440000,3440008,3440000,2,100,4300
transpose_kernel_gpu,524,1,1,17,256,8,0,8,0,2,100,4300
transpose_kernel_gpu_collapse,1292,1,2,240,256,8,0,8,0,2,100,4300
0
transpose_kernel_cpu,6290,0,1,1,48,0,0,0,0,2,100,4400
transpose_kernel_cpu_collapse,11916,0,2,1,48,0,0,0,0,2,100,4400
transpose_kernel_gpu_mem,17456,1,1,18,256,3520008,3520000,3520008,3520000,2,100,4400
transpose_kernel_gpu_collapse_mem,2778,1,2,240,256,3520008,3520000,3520008,3520000,2,100,4400
transpose_kernel_gpu,507,1,1,18,256,8,0,8,0,2,100,4400
transpose_kernel_gpu_collapse,472,1,2,240,256,8,0,8,0,2,100,4400

transpose_kernel_cpu,5954,0,1,1,48,0,0,0,0,2,100,4500
transpose_kernel_cpu_collapse,211,0,2,1,48,0,0,0,0,2,100,4500
transpose_kernel_gpu_mem,30435,1,1,18,256,3600008,3600000,3600008,3600000,2,100,4500
transpose_kernel_gpu_collapse_mem,14584,1,2,240,256,3600008,3600000,3600008,3600000,2,100,4500
transpose_kernel_gpu,541,1,1,18,256,8,0,8,0,2,100,4500
