kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2,N3
mm_kernel_gpu_collapse,1344247,1,2,240,256,8,0,8,0,3,10000,3000,5000
mm_kernel_cpu,12744920,0,1,1,48,0,0,0,0,3,10000,3000,6000
mm_kernel_cpu_collapse,12185448,0,2,1,48,0,0,0,0,3,10000,3000,6000
mm_kernel_gpu_mem,7333627,1,1,40,256,384000008,480000000,480000008,864000000,3,10000,3000,6000
mm_kernel_gpu_collapse_mem,1701122,1,2,240,256,384000008,480000000,480000008,864000000,3,10000,3000,6000
mm_kernel_gpu,6959790,1,1,40,256,8,0,8,0,3,10000,3000,6000
mm_kernel_gpu_collapse,1589024,1,2,240,256,8,0,8,0,3,10000,3000,6000
mm_kernel_cpu,16135436,0,1,1,48,0,0,0,0,3,10000,3000,7000
mm_kernel_cpu_collapse,15201468,0,2,1,48,0,0,0,0,3,10000,3000,7000
mm_kernel_gpu_mem,8601696,1,1,40,256,408000008,560000000,560000008,968000000,3,10000,3000,7000
mm_kernel_gpu_collapse_mem,2085362,1,2,240,256,408000008,560000000,560000008,968000000,3,10000,3000,7000
mm_kernel_gpu,8118659,1,1,40,256,8,0,8,0,3,10000,3000,7000
mm_kernel_gpu_collapse,1935057,1,2,240,256,8,0,8,0,3,10000,3000,7000
mm_kernel_cpu,17921337,0,1,1,48,0,0,0,0,3,10000,3000,8000
mm_kernel_cpu_collapse,17124118,0,2,1,48,0,0,0,0,3,10000,3000,8000
mm_kernel_gpu_mem,9798714,1,1,40,256,432000008,640000000,640000008,1072000000,3,10000,3000,8000
mm_kernel_gpu_collapse_mem,2196464,1,2,240,256,432000008,640000000,640000008,1072000000,3,10000,3000,8000
mm_kernel_gpu,9391504,1,1,40,256,8,0,8,0,3,10000,3000,8000
mm_kernel_gpu_collapse,2050758,1,2,240,256,8,0,8,0,3,10000,3000,8000
mm_kernel_cpu,23136104,0,1,1,48,0,0,0,0,3,10000,3000,9000
mm_kernel_cpu_collapse,22331607,0,2,1,48,0,0,0,0,3,10000,3000,9000
mm_kernel_gpu_mem,10856241,1,1,40,256,456000008,720000000,720000008,1176000000,3,10000,3000,9000
mm_kernel_gpu_collapse_mem,2679054,1,2,240,256,456000008,720000000,720000008,1176000000,3,10000,3000,9000
mm_kernel_gpu,10409932,1,1,40,256,8,0,8,0,3,10000,3000,9000
mm_kernel_gpu_collapse,2492272,1,2,240,256,8,0,8,0,3,10000,3000,9000
mm_kernel_cpu,36471425,0,1,1,48,0,0,0,0,3,10000,4000,10000
mm_kernel_cpu_collapse,35929030,0,2,1,48,0,0,0,0,3,10000,4000,10000
mm_kernel_gpu_mem,22046416,1,1,40,256,640000008,800000000,800000008,1440000000,3,10000,4000,10000
mm_kernel_gpu_collapse_mem,3831067,1,2,240,256,640000008,800000000,800000008,1440000000,3,10000,4000,10000
mm_kernel_gpu,21514318,1,1,40,256,8,0,8,0,3,10000,4000,10000
mm_kernel_gpu_collapse,3666917,1,2,240,256,8,0,8,0,3,10000,4000,10000
mm_kernel_cpu,3178787,0,1,1,48,0,0,0,0,3,10000,4000,1000
mm_kernel_cpu_collapse,2464352,0,2,1,48,0,0,0,0,3,10000,4000,1000
mm_kernel_gpu_mem,2536078,1,1,40,256,352000008,80000000,80000008,432000000,3,10000,4000,1000
mm_kernel_gpu_collapse_mem,406091,1,2,240,256,352000008,80000000,80000008,432000000,3,10000,4000,1000
mm_kernel_gpu,2150080,1,1,40,256,8,0,8,0,3,10000,4000,1000
mm_kernel_gpu_collapse,331694,1,2,240,256,8,0,8,0,3,10000,4000,1000
mm_kernel_cpu,6806736,0,1,1,48,0,0,0,0,3,10000,4000,2000
mm_kernel_cpu_collapse,6066719,0,2,1,48,0,0,0,0,3,10000,4000,2000
mm_kernel_gpu_mem,4664107,1,1,40,256,384000008,160000000,160000008,544000000,3,10000,4000,2000
mm_kernel_gpu_collapse_mem,745804,1,2,240,256,384000008,160000000,160000008,544000000,3,10000,4000,2000
mm_kernel_gpu,4303952,1,1,40,256,8,0,8,0,3,10000,4000,2000
mm_kernel_gpu_collapse,680809,1,2,240,256,8,0,8,0,3,10000,4000,2000
mm_kernel_cpu,10443889,0,1,1,48,0,0,0,0,3,10000,4000,3000
mm_kernel_cpu_collapse,9739486,0,2,1,48,0,0,0,0,3,10000,4000,3000
mm_kernel_gpu_mem,6866215,1,1,40,256,416000008,240000000,240000008,656000000,3,10000,4000,3000
mm_kernel_gpu_collapse_mem,1167150,1,2,240,256,416000008,240000000,240000008,656000000,3,10000,4000,3000
mm_kernel_gpu,6434674,1,1,40,256,8,0,8,0,3,10000,4000,3000
mm_kernel_gpu_collapse,1063511,1,2,240,256,8,0,8,0,3,10000,4000,3000
mm_kernel_cpu,14513737,0,1,1,48,0,0,0,0,3,10000,4000,4000
mm_kernel_cpu_collapse,14180539,0,2,1,48,0,0,0,0,3,10000,4000,4000
mm_kernel_gpu_mem,9071823,1,1,40,256,448000008,320000000,320000008,768000000,3,10000,4000,4000
mm_kernel_gpu_collapse_mem,1504056,1,2,240,256,448000008,320000000,320000008,768000000,3,10000,4000,4000
mm_kernel_gpu,8621005,1,1,40,256,8,0,8,0,3,10000,4000,4000
mm_kernel_gpu_collapse,1404159,1,2,240,256,8,0,8,0,3,10000,4000,4000
mm_kernel_cpu,18532027,0,1,1,48,0,0,0,0,3,10000,4000,5000
mm_kernel_cpu_collapse,17825900,0,2,1,48,0,0,0,0,3,10000,4000,5000
mm_kernel_gpu_mem,11172245,1,1,40,256,480000008,400000000,400000008,880000000,3,10000,4000,5000
mm_kernel_gpu_collapse_mem,1924225,1,2,240,256,480000008,400000000,400000008,880000000,3,10000,4000,5000
mm_kernel_gpu,10710827,1,1,40,256,8,0,8,0,3,10000,4000,5000
mm_kernel_gpu_collapse,1840521,1,2,240,256,8,0,8,0,3,10000,4000,5000
mm_kernel_cpu,22437491,0,1,1,48,0,0,0,0,3,10000,4000,6000
mm_kernel_cpu_collapse,22295337,0,2,1,48,0,0,0,0,3,10000,4000,6000
mm_kernel_gpu_mem,13364075,1,1,40,256,512000008,480000000,480000008,992000000,3,10000,4000,6000
mm_kernel_gpu_collapse_mem,2316826,1,2,240,256,512000008,480000000,480000008,992000000,3,10000,4000,6000
mm_kernel_gpu,12872327,1,1,40,256,8,0,8,0,3,10000,4000,6000
mm_kernel_gpu_collapse,2191830,1,2,240,256,8,0,8,0,3,10000,4000,6000
mm_kernel_cpu,24976883,0,1,1,48,0,0,0,0,3,10000,4000,7000
mm_kernel_cpu_collapse,24216170,0,2,1,48,0,0,0,0,3,10000,4000,7000
mm_kernel_gpu_mem,15505997,1,1,40,256,544000008,560000000,560000008,1104000000,3,10000,4000,7000
mm_kernel_gpu_collapse_mem,2761746,1,2,240,256,544000008,560000000,560000008,1104000000,3,10000,4000,7000
mm_kernel_gpu,14985583,1,1,40,256,8,0,8,0,3,10000,4000,7000
